小篆編號,楷書編號,字體編號,鍵盤字型,鍵盤字型(binary)
5814,['3678'],27.8A98,誘,b'\xe8\xaa\x98'
5814,['51964'],27.E7C4,,b'\xee\x9f\x84'
5815,['8560'],27.5D6C,嵬,b'\xe5\xb5\xac'
5816,['5149'],27.5DCD,巍,b'\xe5\xb7\x8d'
5817,['52'],27.5C71,山,b'\xe5\xb1\xb1'
5818,['4473'],27.5DBD,嶽,b'\xe5\xb6\xbd'
5818,['856'],27.5CB3,岳,b'\xe5\xb2\xb3'
5819,['855'],27.5CB1,岱,b'\xe5\xb2\xb1'
5820,['1620'],27.5CF6,島,b'\xe5\xb3\xb6'
5821,['6705'],27.5CF1,峱,b'\xe5\xb3\xb1'
5822,['10459'],27.5DA7,嶧,b'\xe5\xb6\xa7'
5823,['7884'],27.5D4E,嵎,b'\xe5\xb5\x8e'
5824,['11017'],27.5DB7,嶷,b'\xe5\xb6\xb7'
5825,['26067'],27.E7C5,,b'\xee\x9f\x85'
5826,['25520'],27.E7C6,,b'\xee\x9f\x86'
5827,['11466'],27.5DC0,巀,b'\xe5\xb7\x80'
5828,['26179'],27.E7C7,,b'\xee\x9f\x87'
5829,['7276'],27.5D0B,崋,b'\xe5\xb4\x8b'
5830,['7275'],27.5D1E,崞,b'\xe5\xb4\x9e'
5831,['7882'],27.5D35,崵,b'\xe5\xb4\xb5'
5832,['5903'],27.5CB5,岵,b'\xe5\xb2\xb5'
5833,['5519'],27.5C7A,屺,b'\xe5\xb1\xba'
5834,['10464'],27.5DA8,嶨,b'\xe5\xb6\xa8'
5835,['25969'],27.E7C8,,b'\xee\x9f\x88'
5836,['5905'],27.5CA8,岨,b'\xe5\xb2\xa8'
5837,['851'],27.5CA1,岡,b'\xe5\xb2\xa1'
5838,['568'],27.5C91,岑,b'\xe5\xb2\x91'
5839,['7289'],27.5D1F,崟,b'\xe5\xb4\x9f'
5840,['7287'],27.5D12,崒,b'\xe5\xb4\x92'
5841,['5232'],27.5DD2,巒,b'\xe5\xb7\x92'
5842,['2053'],27.5BC6,密,b'\xe5\xaf\x86'
5843,['854'],27.5CAB,岫,b'\xe5\xb2\xab'
5843,['40960'],27.E7C9,,b'\xee\x9f\x89'
5844,['1616'],27.E7CA,,b'\xee\x9f\x8a'
5844,['1616'],27.5CFB,峻,b'\xe5\xb3\xbb'
5845,['9843'],27.5D9E,嶞,b'\xe5\xb6\x9e'
5846,['26033'],27.E7CB,,b'\xee\x9f\x8b'
5847,['2063'],27.5D1B,崛,b'\xe5\xb4\x9b'
5848,['26212'],27.E7CC,,b'\xee\x9f\x8c'
5849,['1619'],27.5CF0,峰,b'\xe5\xb3\xb0'
5850,['5285'],27.5DD6,巖,b'\xe5\xb7\x96'
5851,['7888'],27.5D52,嵒,b'\xe5\xb5\x92'
5852,['26079'],27.E7CD,,b'\xee\x9f\x8d'
5853,['26100'],27.E7CE,,b'\xee\x9f\x8e'
5854,['25724'],27.E7CF,,b'\xee\x9f\x8f'
5855,['53389'],27.E7D0,,b'\xee\x9f\x90'
5856,['2988'],27.5D6F,嵯,b'\xe5\xb5\xaf'
5857,['1618'],27.5CE8,峨,b'\xe5\xb3\xa8'
5858,['7277'],27.5D1D,崝,b'\xe5\xb4\x9d'
5859,['4474'],27.5DB8,嶸,b'\xe5\xb6\xb8'
5860,['25708'],27.E7D1,,b'\xee\x9f\x91'
5861,['2067'],27.5D29,崩,b'\xe5\xb4\xa9'
5861,['53234'],27.E7D2,,b'\xee\x9f\x92'
5862,['5911'],27.5CAA,岪,b'\xe5\xb2\xaa'
5863,['25913'],27.E7D3,,b'\xee\x9f\x93'
5864,['9836'],27.5DA2,嶢,b'\xe5\xb6\xa2'
5865,['25844'],27.E7D4,,b'\xee\x9f\x94'
5866,['7885'],27.5D55,嵕,b'\xe5\xb5\x95'
5867,['5659'],27.5C8A,岊,b'\xe5\xb2\x8a'
5868,['2060'],27.5D07,崇,b'\xe5\xb4\x87'
5869,['2068'],27.5D14,崔,b'\xe5\xb4\x94'
5870,['9832'],27.5D99,嶙,b'\xe5\xb6\x99'
5871,['6248'],27.5CCB,峋,b'\xe5\xb3\x8b'
5872,['570'],27.5C8C,岌,b'\xe5\xb2\x8c'
5873,['9839'],27.5DA0,嶠,b'\xe5\xb6\xa0'
5874,['2528'],27.5D4C,嵌,b'\xe5\xb5\x8c'
5875,['4471'],27.5DBC,嶼,b'\xe5\xb6\xbc'
5876,['4472'],27.5DBA,嶺,b'\xe5\xb6\xba'
5877,['2529'],27.5D50,嵐,b'\xe5\xb5\x90'
5878,['2987'],27.5D69,嵩,b'\xe5\xb5\xa9'
5879,['2066'],27.5D11,崑,b'\xe5\xb4\x91'
5880,['2069'],27.5D19,崙,b'\xe5\xb4\x99'
5881,['2531'],27.5D47,嵇,b'\xe5\xb5\x87'
5882,['5521'],27.5C7E,屾,b'\xe5\xb1\xbe'
5883,['8561'],27.5D5E,嵞,b'\xe5\xb5\x9e'
5884,['25516'],27.F3AF,,b'\xef\x8e\xaf'
5885,['852'],27.5CB8,岸,b'\xe5\xb2\xb8'
5886,['2064'],27.5D16,崖,b'\xe5\xb4\x96'
5887,['25926'],27.E7D5,,b'\xee\x9f\x95'
5888,['25927'],27.E7D6,,b'\xee\x9f\x96'
5889,['26036'],27.E7D7,,b'\xee\x9f\x97'
5890,['26720'],27.F4EA,,b'\xef\x93\xaa'
5891,['866'],27.5E9C,府,b'\xe5\xba\x9c'
5892,['12415'],27.5EF1,廱,b'\xe5\xbb\xb1'
5893,['1216'],27.5EA0,庠,b'\xe5\xba\xa0'
5894,['4906'],27.5EEC,廬,b'\xe5\xbb\xac'
5895,['1627'],27.5EAD,庭,b'\xe5\xba\xad'
5896,['8575'],27.5EC7,廇,b'\xe5\xbb\x87'
5897,['5667'],27.5E89,庉,b'\xe5\xba\x89'
5898,['5668'],27.5E8C,庌,b'\xe5\xba\x8c'
5899,['9851'],27.5EE1,廡,b'\xe5\xbb\xa1'
5899,['9851'],27.E7D8,,b'\xee\x9f\x98'
5900,['26958'],27.E7D9,,b'\xee\x9f\x99'
5901,['868'],27.5E96,庖,b'\xe5\xba\x96'
5902,['3817'],27.5EDA,廚,b'\xe5\xbb\x9a'
5903,['1626'],27.5EAB,庫,b'\xe5\xba\xab'
5904,['2541'],27.5EC4,廄,b'\xe5\xbb\x84'
5904,['21400'],27.E7DA,,b'\xee\x9f\x9a'
5905,['573'],27.5E8F,序,b'\xe5\xba\x8f'
5906,['10475'],27.5EE6,廦,b'\xe5\xbb\xa6'
5907,['3820'],27.5EE3,廣,b'\xe5\xbb\xa3'
5908,['10477'],27.5EE5,廥,b'\xe5\xbb\xa5'
5909,['2082'],27.5EBE,庾,b'\xe5\xba\xbe'
5910,['6270'],27.5EB0,庰,b'\xe5\xba\xb0'
5911,['2539'],27.5EC1,廁,b'\xe5\xbb\x81'
5912,['9849'],27.5EDB,廛,b'\xe5\xbb\x9b'
5913,['26739'],27.E7DB,,b'\xee\x9f\x9b'
5914,['26923'],27.E7DC,,b'\xee\x9f\x9c'
5915,['26844'],27.E7DD,,b'\xee\x9f\x9d'
5916,['2991'],27.5EC9,廉,b'\xe5\xbb\x89'
5917,['26842'],27.E7DE,,b'\xee\x9f\x9e'
5918,['4905'],27.9F90,龐,b'\xe9\xbe\x90'
5919,['867'],27.5E95,底,b'\xe5\xba\x95'
5920,['6272'],27.5EA2,庢,b'\xe5\xba\xa2'
5921,['12159'],27.5EEE,廮,b'\xe5\xbb\xae'
5922,['26758'],27.E7DF,,b'\xee\x9f\x9f'
5923,['7297'],27.5EB3,庳,b'\xe5\xba\xb3'
5924,['574'],27.5E87,庇,b'\xe5\xba\x87'
5925,['2080'],27.5EB6,庶,b'\xe5\xba\xb6'
5926,['6271'],27.5EA4,庤,b'\xe5\xba\xa4'
5927,['9259'],27.5ED9,廙,b'\xe5\xbb\x99'
5928,['9261'],27.5ED4,廔,b'\xe5\xbb\x94'
5929,['26845'],27.E7E0,,b'\xee\x9f\xa0'
5930,['3816'],27.5EE2,廢,b'\xe5\xbb\xa2'
5931,['6712'],27.5EAE,庮,b'\xe5\xba\xae'
5932,['9254'],27.5ED1,廑,b'\xe5\xbb\x91'
5933,['3818'],27.5EDF,廟,b'\xe5\xbb\x9f'
5933,['26870'],27.E7E1,,b'\xee\x9f\xa1'
5934,['26760'],27.E7E2,,b'\xee\x9f\xa2'
5935,['26877'],27.E7E3,,b'\xee\x9f\xa3'
5936,['26798'],27.F097,,b'\xef\x82\x97'
5937,['9850'],27.5EDE,廞,b'\xe5\xbb\x9e'
5938,['26987'],27.E7E4,,b'\xee\x9f\xa4'
5939,['2992'],27.5EC8,廈,b'\xe5\xbb\x88'
5940,['2538'],27.5ECA,廊,b'\xe5\xbb\x8a'
5941,['2540'],27.5EC2,廂,b'\xe5\xbb\x82'
5942,['6713'],27.5EAA,庪,b'\xe5\xba\xaa'
5943,['7293'],27.5EB1,庱,b'\xe5\xba\xb1'
5944,['3449'],27.5ED6,廖,b'\xe5\xbb\x96'
5945,['5406'],27.5382,厂,b'\xe5\x8e\x82'
5945,['20147'],27.F60A,,b'\xef\x98\x8a'
5946,['20189'],27.F389,,b'\xef\x8e\x89'
5947,['7177'],27.539C,厜,b'\xe5\x8e\x9c'
5948,['20298'],27.E7E5,,b'\xee\x9f\xa5'
5949,['20276'],27.F621,,b'\xef\x98\xa1'
5950,['9176'],27.53AC,厬,b'\xe5\x8e\xac'
5951,['5611'],27.538E,厎,b'\xe5\x8e\x8e'
5951,['1791'],27.7825,砥,b'\xe7\xa0\xa5'
5952,['2472'],27.53A5,厥,b'\xe5\x8e\xa5'
5953,['3775'],27.53B2,厲,b'\xe5\x8e\xb2'
5953,['3775'],27.E7E6,,b'\xee\x9f\xa6'
5954,['20297'],27.E7E7,,b'\xee\x9f\xa7'
5955,['7793'],27.53A4,厤,b'\xe5\x8e\xa4'
5956,['20285'],27.E7E8,,b'\xee\x9f\xa8'
5957,['20179'],27.E7E9,,b'\xee\x9f\xa9'
5958,['6178'],27.5397,厗,b'\xe5\x8e\x97'
5959,['20185'],27.E7EA,,b'\xee\x9f\xaa'
5960,['20230'],27.E7EB,,b'\xee\x9f\xab'
5961,['20232'],27.E7EC,,b'\xee\x9f\xac'
5962,['20207'],27.E7ED,,b'\xee\x9f\xad'
5963,['1553'],27.539D,厝,b'\xe5\x8e\x9d'
5964,['6179'],27.5396,厖,b'\xe5\x8e\x96'
5965,['20151'],27.E7EE,,b'\xee\x9f\xae'
5966,['20209'],27.E7EF,,b'\xee\x9f\xaf'
5967,['86'],27.4EC4,仄,b'\xe4\xbb\x84'
5967,['86'],27.E7F0,,b'\xee\x9f\xb0'
5968,['20299'],27.E7F1,,b'\xee\x9f\xb1'
5969,['6642'],27.539E,厞,b'\xe5\x8e\x9e'
5970,['3389'],27.53AD,厭,b'\xe5\x8e\xad'
5971,['20144'],27.F591,,b'\xef\x96\x91'
5972,['26'],27.4E38,丸,b'\xe4\xb8\xb8'
5973,['24457'],27.E7F2,,b'\xee\x9f\xb2'
5974,['41838'],27.E7F3,,b'\xee\x9f\xb3'
5975,['5514'],27.597F,奿,b'\xe5\xa5\xbf'
5976,['328'],27.5371,危,b'\xe5\x8d\xb1'
5977,['30043'],27.E7F4,,b'\xee\x9f\xb4'
5978,['279'],27.77F3,石,b'\xe7\x9f\xb3'
5979,['4558'],27.78FA,磺,b'\xe7\xa3\xba'
5979,['20399'],27.F571,,b'\xef\x95\xb1'
5980,['9467'],27.78AD,碭,b'\xe7\xa2\xad'
5981,['38172'],27.E7F5,,b'\xee\x9f\xb5'
5982,['6940'],27.782E,砮,b'\xe7\xa0\xae'
5983,['11903'],27.791C,礜,b'\xe7\xa4\x9c'
5984,['3569'],27.78A3,碣,b'\xe7\xa2\xa3'
5984,['60702'],27.E7F6,,b'\xee\x9f\xb6'
5985,['10051'],27.78CF,磏,b'\xe7\xa3\x8f'
5986,['9474'],27.78AC,碬,b'\xe7\xa2\xac'
5987,['5077'],27.792B,礫,b'\xe7\xa4\xab'
5988,['38022'],27.E7F8,,b'\xee\x9f\xb8'
5989,['4284'],27.78E7,磧,b'\xe7\xa3\xa7'
5990,['3156'],27.7891,碑,b'\xe7\xa2\x91'
5991,['38191'],27.E7F9,,b'\xee\x9f\xb9'
5992,['38218'],27.E7FA,,b'\xee\x9f\xba'
5993,['38153'],27.E7FB,,b'\xee\x9f\xbb'
5994,['8181'],27.785E,硞,b'\xe7\xa1\x9e'
5995,['8170'],27.7860,硠,b'\xe7\xa1\xa0'
5996,['11552'],27.7910,礐,b'\xe7\xa4\x90'
5997,['7524'],27.7848,硈,b'\xe7\xa1\x88'
5998,['3949'],27.78D5,磕,b'\xe7\xa3\x95'
5999,['8843'],27.787B,硻,b'\xe7\xa1\xbb'
6000,['11547'],27.78FF,磿,b'\xe7\xa3\xbf'
6001,['10653'],27.78DB,磛,b'\xe7\xa3\x9b'
6002,['12933'],27.7939,礹,b'\xe7\xa4\xb9'
6003,['38311'],27.E7FC,,b'\xee\x9f\xbc'
6004,['8177'],27.786E,确,b'\xe7\xa1\xae'
6004,['35815'],27.E7FD,,b'\xee\x9f\xbd'
6005,['11122'],27.78FD,磽,b'\xe7\xa3\xbd'
6006,['8176'],27.786A,硪,b'\xe7\xa1\xaa'
6007,['9471'],27.789E,碞,b'\xe7\xa2\x9e'
6008,['4283'],27.78EC,磬,b'\xe7\xa3\xac'
6008,['4283'],27.F558,,b'\xef\x95\x98'
6008,['8173'],27.785C,硜,b'\xe7\xa1\x9c'
6009,['4940'],27.7919,礙,b'\xe7\xa4\x99'
6010,['8179'],27.7869,硩,b'\xe7\xa1\xa9'
6011,['38043'],27.E7FF,,b'\xee\x9f\xbf'
6012,['3149'],27.788E,碎,b'\xe7\xa2\x8e'
6013,['1789'],27.7834,破,b'\xe7\xa0\xb4'
6014,['12438'],27.7931,礱,b'\xe7\xa4\xb1'
6015,['1386'],27.7814,研,b'\xe7\xa0\x94'
6016,['38399'],27.E800,,b'\xee\xa0\x80'
6017,['10053'],27.78D1,磑,b'\xe7\xa3\x91'
6018,['3157'],27.7893,碓,b'\xe7\xa2\x93'
6019,['38140'],27.E801,,b'\xee\xa0\x81'
6020,['11124'],27.78FB,磻,b'\xe7\xa3\xbb'
6021,['38356'],27.E802,,b'\xee\xa0\x82'
6022,['2726'],27.786F,硯,b'\xe7\xa1\xaf'
6023,['1792'],27.782D,砭,b'\xe7\xa0\xad'
6024,['38212'],27.E803,,b'\xee\xa0\x83'
6025,['6936'],27.7822,砢,b'\xe7\xa0\xa2'
6026,['3947'],27.78CA,磊,b'\xe7\xa3\x8a'
6027,['5075'],27.792A,礪,b'\xe7\xa4\xaa'
6028,['8832'],27.788F,碏,b'\xe7\xa2\x8f'
6029,['4560'],27.78EF,磯,b'\xe7\xa3\xaf'
6030,['3153'],27.788C,碌,b'\xe7\xa2\x8c'
6031,['1786'],27.7827,砧,b'\xe7\xa0\xa7'
6032,['1387'],27.780C,砌,b'\xe7\xa0\x8c'
6033,['12215'],27.7929,礩,b'\xe7\xa4\xa9'
6034,['4779'],27.790E,礎,b'\xe7\xa4\x8e'
6035,['9469'],27.787E,硾,b'\xe7\xa1\xbe'
6036,['1093'],27.9577,長,b'\xe9\x95\xb7'
6036,['1093'],27.E804,,b'\xee\xa0\x84'
6036,['1093'],27.E805,,b'\xee\xa0\x85'
6037,['3195'],27.8086,肆,b'\xe8\x82\x86'
6037,['57095'],27.E806,,b'\xee\xa0\x86'
6038,['52464'],27.F0F6,,b'\xef\x83\xb6'
6039,['8441'],27.957B,镻,b'\xe9\x95\xbb'
6040,['100'],27.52FF,勿,b'\xe5\x8b\xbf'
6040,['35914'],27.E807,,b'\xee\xa0\x87'
6041,['6328'],27.661C,昜,b'\xe6\x98\x9c'
6042,['178'],27.5189,冉,b'\xe5\x86\x89'
6043,['428'],27.800C,而,b'\xe8\x80\x8c'
6044,['6520'],27.800F,耏,b'\xe8\x80\x8f'
6044,['1414'],27.8010,耐,b'\xe8\x80\x90'
6045,['699'],27.8C55,豕,b'\xe8\xb1\x95'
6045,['699'],27.E808,,b'\xee\xa0\x88'
6046,['4050'],27.8C6C,豬,b'\xe8\xb1\xac'
6047,['11291'],27.8C70,豰,b'\xe8\xb1\xb0'
6048,['11294'],27.8C6F,豯,b'\xe8\xb1\xaf'
6049,['11666'],27.8C75,豵,b'\xe8\xb1\xb5'
6050,['7710'],27.8C5D,豝,b'\xe8\xb1\x9d'
6051,['7709'],27.8C5C,豜,b'\xe8\xb1\x9c'
6052,['12002'],27.8C76,豶,b'\xe8\xb1\xb6'
6053,['4364'],27.8C6D,豭,b'\xe8\xb1\xad'
6054,['48915'],27.E809,,b'\xee\xa0\x89'
6055,['48991'],27.E80A,,b'\xee\xa0\x8a'
6056,['9035'],27.8C64,豤,b'\xe8\xb1\xa4'
6057,['12001'],27.8C77,豷,b'\xe8\xb1\xb7'
6058,['48940'],27.E80B,,b'\xee\xa0\x8b'
6059,['3273'],27.8C62,豢,b'\xe8\xb1\xa2'
6060,['48918'],27.E80C,,b'\xee\xa0\x8c'
6061,['11292'],27.8C72,豲,b'\xe8\xb1\xb2'
6062,['9658'],27.8C68,豨,b'\xe8\xb1\xa8'
6063,['6135'],27.8C56,豖,b'\xe8\xb1\x96'
6064,['9036'],27.8C66,豦,b'\xe8\xb1\xa6'
6065,['48948'],27.F0D3,,b'\xef\x83\x93'
6066,['9659'],27.8C69,豩,b'\xe8\xb1\xa9'
6067,['27358'],27.F3B0,,b'\xef\x8e\xb0'
6067,['27358'],27.E80D,,b'\xee\xa0\x8d'
6067,['27358'],27.E80E,,b'\xee\xa0\x8e'
6068,['31810'],27.E80F,,b'\xee\xa0\x8f'
6069,['3682'],27.E810,,b'\xee\xa0\x90'
6069,['3682'],27.8C6A,豪,b'\xe8\xb1\xaa'
6070,['2994'],27.5F59,彙,b'\xe5\xbd\x99'
6070,['10193'],27.875F,蝟,b'\xe8\x9d\x9f'
6071,['27381'],27.EEA5,,b'\xee\xba\xa5'
6071,['27381'],27.E812,,b'\xee\xa0\x92'
6072,['27348'],27.F58A,,b'\xef\x96\x8a'
6073,['7903'],27.5F58,彘,b'\xe5\xbd\x98'
6074,['48903'],27.E813,,b'\xee\xa0\x93'
6075,['27353'],27.F0B8,,b'\xef\x82\xb8'
6076,['6278'],27.5F56,彖,b'\xe5\xbd\x96'
6077,['2390'],27.EDAA,,b'\xee\xb6\xaa'
6077,['2390'],27.8C5A,豚,b'\xe8\xb1\x9a'
6078,['35511'],27.E814,,b'\xee\xa0\x94'
6079,['5782'],27.8C78,豸,b'\xe8\xb1\xb8'
6080,['1913'],27.8C79,豹,b'\xe8\xb1\xb9'
6081,['11667'],27.8C99,貙,b'\xe8\xb2\x99'
6082,['12003'],27.8C9A,貚,b'\xe8\xb2\x9a'
6083,['11296'],27.8C94,貔,b'\xe8\xb2\x94'
6083,['51181'],27.E815,,b'\xee\xa0\x95'
6084,['1912'],27.8C7A,豺,b'\xe8\xb1\xba'
6085,['10821'],27.8C90,貐,b'\xe8\xb2\x90'
6086,['11668'],27.8C98,貘,b'\xe8\xb2\x98'
6087,['51285'],27.E816,,b'\xee\xa0\x96'
6088,['13010'],27.8C9C,貜,b'\xe8\xb2\x9c'
6089,['8361'],27.8C80,貀,b'\xe8\xb2\x80'
6090,['51216'],27.E817,,b'\xee\xa0\x97'
6091,['7098'],27.8C7B,豻,b'\xe8\xb1\xbb'
6091,['5562'],27.72B4,犴,b'\xe7\x8a\xb4'
6092,['2836'],27.8C82,貂,b'\xe8\xb2\x82'
6093,['3275'],27.8C89,貉,b'\xe8\xb2\x89'
6094,['9037'],27.8C86,貆,b'\xe8\xb2\x86'
6095,['3683'],27.8C8D,貍,b'\xe8\xb2\x8d'
6096,['10820'],27.8C92,貒,b'\xe8\xb2\x92'
6097,['51309'],27.E818,,b'\xee\xa0\x98'
6098,['8360'],27.8C81,貁,b'\xe8\xb2\x81'
6099,['4365'],27.8C93,貓,b'\xe8\xb2\x93'
6100,['36122'],27.F3B1,,b'\xef\x8e\xb1'
6100,['756'],27.5155,兕,b'\xe5\x85\x95'
6101,['934'],27.6613,易,b'\xe6\x98\x93'
6102,['2835'],27.8C61,象,b'\xe8\xb1\xa1'
6103,['4363'],27.8C6B,豫,b'\xe8\xb1\xab'
6103,['4363'],27.E819,,b'\xee\xa0\x99'
6104,['1955'],27.99AC,馬,b'\xe9\xa6\xac'
6104,['1955'],27.E81A,,b'\xee\xa0\x9a'
6104,['1955'],27.E81B,,b'\xee\xa0\x9b'
6105,['12345'],27.9A2D,騭,b'\xe9\xa8\xad'
6106,['57234'],27.F0B7,,b'\xef\x82\xb7'
6107,['4134'],27.99D2,駒,b'\xe9\xa7\x92'
6108,['57239'],27.E81C,,b'\xee\xa0\x9c'
6109,['57624'],27.E81D,,b'\xee\xa0\x9d'
6110,['11759'],27.9A0F,騏,b'\xe9\xa8\x8f'
6111,['5397'],27.9A6A,驪,b'\xe9\xa9\xaa'
6112,['11400'],27.99FD,駽,b'\xe9\xa7\xbd'
6113,['12342'],27.9A29,騩,b'\xe9\xa8\xa9'
6114,['12343'],27.9A2E,騮,b'\xe9\xa8\xae'
6115,['12084'],27.9A22,騢,b'\xe9\xa8\xa2'
6116,['11766'],27.9A05,騅,b'\xe9\xa8\x85'
6117,['4433'],27.99F1,駱,b'\xe9\xa7\xb1'
6118,['10934'],27.99F0,駰,b'\xe9\xa7\xb0'
6119,['12526'],27.9A44,驄,b'\xe9\xa9\x84'
6120,['12685'],27.9A48,驈,b'\xe9\xa9\x88'
6121,['11396'],27.99F9,駹,b'\xe9\xa7\xb9'
6122,['12086'],27.9A27,騧,b'\xe9\xa8\xa7'
6122,['57633'],27.E81E,,b'\xee\xa0\x9e'
6123,['5207'],27.9A43,驃,b'\xe9\xa9\x83'
6124,['10372'],27.99D3,駓,b'\xe9\xa7\x93'
6125,['12799'],27.9A56,驖,b'\xe9\xa9\x96'
6126,['57444'],27.E81F,,b'\xee\xa0\x9f'
6127,['9145'],27.99B0,馰,b'\xe9\xa6\xb0'
6128,['3747'],27.99C1,駁,b'\xe9\xa7\x81'
6129,['9146'],27.99B5,馵,b'\xe9\xa6\xb5'
6130,['12682'],27.9A54,驔,b'\xe9\xa9\x94'
6131,['12992'],27.9A60,驠,b'\xe9\xa9\xa0'
6132,['12524'],27.9A3D,騽,b'\xe9\xa8\xbd'
6133,['57535'],27.E820,,b'\xee\xa0\xa0'
6134,['12083'],27.9A1B,騛,b'\xe9\xa8\x9b'
6135,['12528'],27.9A41,驁,b'\xe9\xa9\x81'
6136,['5382'],27.9A65,驥,b'\xe9\xa9\xa5'
6137,['4711'],27.99FF,駿,b'\xe9\xa7\xbf'
6138,['5271'],27.9A4D,驍,b'\xe9\xa9\x8d'
6139,['57447'],27.F071,,b'\xef\x81\xb1'
6139,['57447'],27.E821,,b'\xee\xa0\xa1'
6140,['5270'],27.9A55,驕,b'\xe9\xa9\x95'
6141,['11760'],27.9A0B,騋,b'\xe9\xa8\x8b'
6142,['13034'],27.9A69,驩,b'\xe9\xa9\xa9'
6143,['5315'],27.9A57,驗,b'\xe9\xa9\x97'
6144,['57354'],27.E822,,b'\xee\xa0\xa2'
6145,['57371'],27.E823,,b'\xee\xa0\xa3'
6146,['57282'],27.E824,,b'\xee\xa0\xa4'
6147,['57258'],27.E825,,b'\xee\xa0\xa5'
6148,['10369'],27.99DC,駜,b'\xe9\xa7\x9c'
6149,['57356'],27.E826,,b'\xee\xa0\xa6'
6150,['57561'],27.E827,,b'\xee\xa0\xa7'
6151,['57280'],27.E828,,b'\xee\xa0\xa8'
6152,['13019'],27.9A64,驤,b'\xe9\xa9\xa4'
6153,['5208'],27.9A40,驀,b'\xe9\xa9\x80'
6154,['4881'],27.9A0E,騎,b'\xe9\xa8\x8e'
6155,['4133'],27.99D5,駕,b'\xe9\xa7\x95'
6155,['33224'],27.E829,,b'\xee\xa0\xa9'
6156,['11764'],27.9A11,騑,b'\xe9\xa8\x91'
6157,['4432'],27.99E2,駢,b'\xe9\xa7\xa2'
6158,['12527'],27.9A42,驂,b'\xe9\xa9\x82'
6159,['4130'],27.99DF,駟,b'\xe9\xa7\x9f'
6160,['4135'],27.99D9,駙,b'\xe9\xa7\x99'
6161,['57488'],27.E82A,,b'\xee\xa0\xaa'
6162,['57410'],27.E82B,,b'\xee\xa0\xab'
6163,['57333'],27.E82C,,b'\xee\xa0\xac'
6164,['57549'],27.E82D,,b'\xee\xa0\xad'
6165,['4295'],27.7BE4,篤,b'\xe7\xaf\xa4'
6166,['12082'],27.9A24,騤,b'\xe9\xa8\xa4'
6167,['57644'],27.E82E,,b'\xee\xa0\xae'
6168,['11397'],27.99F8,駸,b'\xe9\xa7\xb8'
6169,['9757'],27.99BA,馺,b'\xe9\xa6\xba'
6170,['2919'],27.99AE,馮,b'\xe9\xa6\xae'
6171,['57397'],27.E82F,,b'\xee\xa0\xaf'
6172,['11403'],27.9A03,騃,b'\xe9\xa8\x83'
6173,['5349'],27.9A5F,驟,b'\xe9\xa9\x9f'
6174,['57321'],27.E830,,b'\xee\xa0\xb0'
6175,['12069'],27.98BF,颿,b'\xe9\xa2\xbf'
6176,['5206'],27.9A45,驅,b'\xe9\xa9\x85'
6176,['9890'],27.657A,敺,b'\xe6\x95\xba'
6177,['3363'],27.99B3,馳,b'\xe9\xa6\xb3'
6178,['5030'],27.9A16,騖,b'\xe9\xa8\x96'
6179,['57350'],27.E831,,b'\xee\xa0\xb1'
6180,['4710'],27.9A01,騁,b'\xe9\xa8\x81'
6181,['11401'],27.99FE,駾,b'\xe9\xa7\xbe'
6182,['57311'],27.E832,,b'\xee\xa0\xb2'
6183,['11399'],27.99FB,駻,b'\xe9\xa7\xbb'
6184,['10938'],27.99E7,駧,b'\xe9\xa7\xa7'
6185,['5313'],27.9A5A,驚,b'\xe9\xa9\x9a'
6186,['4431'],27.99ED,駭,b'\xe9\xa7\xad'
6187,['57380'],27.E833,,b'\xee\xa0\xb3'
6188,['5129'],27.9A2B,騫,b'\xe9\xa8\xab'
6189,['4129'],27.99D0,駐,b'\xe9\xa7\x90'
6190,['3365'],27.99B4,馴,b'\xe9\xa6\xb4'
6191,['10379'],27.99D7,駗,b'\xe9\xa7\x97'
6192,['12800'],27.9A59,驙,b'\xe9\xa9\x99'
6193,['12529'],27.9A3A,騺,b'\xe9\xa8\xba'
6194,['13021'],27.9A67,驧,b'\xe9\xa9\xa7'
6195,['12339'],27.9A2C,騬,b'\xe9\xa8\xac'
6196,['57275'],27.E834,,b'\xee\xa0\xb4'
6197,['5131'],27.9A37,騷,b'\xe9\xa8\xb7'
6198,['9759'],27.99BD,馽,b'\xe9\xa6\xbd'
6198,['11178'],27.7E36,縶,b'\xe7\xb8\xb6'
6199,['10377'],27.99D8,駘,b'\xe9\xa7\x98'
6200,['10373'],27.99D4,駔,b'\xe9\xa7\x94'
6201,['12341'],27.9A36,騶,b'\xe9\xa8\xb6'
6202,['5314'],27.9A5B,驛,b'\xe9\xa9\x9b'
6203,['9755'],27.99B9,馹,b'\xe9\xa6\xb9'
6204,['5130'],27.9A30,騰,b'\xe9\xa8\xb0'
6205,['57570'],27.E835,,b'\xee\xa0\xb5'
6206,['10375'],27.99C9,駉,b'\xe9\xa7\x89'
6207,['10936'],27.99EA,駪,b'\xe9\xa7\xaa'
6208,['10930'],27.99EE,駮,b'\xe9\xa7\xae'
6209,['9754'],27.99C3,駃,b'\xe9\xa7\x83'
6210,['12085'],27.9A20,騠,b'\xe9\xa8\xa0'
6211,['35496'],27.E836,,b'\xee\xa0\xb6'
6211,['57700'],27.E837,,b'\xee\xa0\xb7'
