小篆編號,楷書編號,字體編號,鍵盤字型,鍵盤字型(binary),小篆部件,楷書部件
1616,['3674'],27.8AA4,誤,b'\xe8\xaa\xa4',一入大口口◎,大口言
1617,['9020'],27.8A7F,詿,b'\xe8\xa9\xbf',一入土土口,土土言
1618,['9654'],27.8A92,誒,b'\xe8\xaa\x92',一入入口巳↙,矢言
1619,['4984'],27.8B46,譆,b'\xe8\xad\x86',一入口口囗屮⊙,十口豆言
1620,['51713'],27.E202,,b'\xee\x88\x82',,
1621,['11646'],27.8B27,謧,b'\xe8\xac\xa7',一九入口屮﹤﹦,乂凵禸言
1622,['8345'],27.8A4D,詍,b'\xe8\xa9\x8d',一入口世,世言
1623,['3271'],27.8A3E,訾,b'\xe8\xa8\xbe',一人入口止,匕止言
1624,['51890'],27.E203,,b'\xee\x88\x83',,
1624,['51653'],27.E204,,b'\xee\x88\x84',,
1625,['51548'],27.E205,,b'\xee\x88\x85',,
1626,['52207'],27.E206,,b'\xee\x88\x86',,
1627,['10233'],27.8ABB,誻,b'\xe8\xaa\xbb',一入口口水♀,日水言
1628,['51530'],27.E207,,b'\xee\x88\x87',,
1629,['52284'],27.E208,,b'\xee\x88\x88',,
1630,['6580'],27.8A07,訇,b'\xe8\xa8\x87',訇 = 一一一入口,言
1630,['6580'],27.E209,,b'\xee\x88\x89',,
1631,['10813'],27.8ADE,諞,b'\xe8\xab\x9e',一入口戶冊,戶冊言
1632,['52256'],27.E20A,,b'\xee\x88\x8a',,
1633,['51510'],27.E20B,,b'\xee\x88\x8b',,
1634,['10241'],27.8ABD,誽,b'\xe8\xaa\xbd',一儿入口﹄,儿臼言
1635,['9024'],27.8A82,誂,b'\xe8\xaa\x82',一入口兆,儿言
1636,['52139'],27.E20C,,b'\xee\x88\x8c',,
1637,['8351'],27.8A44,詄,b'\xe8\xa9\x84',一乙入口手,一夫言
1638,['10237'],27.8AC5,諅,b'\xe8\xab\x85',一入口其,儿言
1639,['11990'],27.8B40,譀,b'\xe8\xad\x80',一入口敢,一耳言
1639,['51803'],27.E20D,,b'\xee\x88\x8d',,
1640,['3259'],27.8A87,誇,b'\xe8\xaa\x87',一一入大口,一大言
1641,['4035'],27.8A95,誕,b'\xe8\xaa\x95',一入口止,一止言
1641,['51497'],27.E20E,,b'\xee\x88\x8e',,
1642,['52159'],27.E20F,,b'\xee\x88\x8f',,
1643,['10808'],27.8B14,謔,b'\xe8\xac\x94',一人入口爪虍,又虍言
1644,['51748'],27.E210,,b'\xee\x88\x90',,
1645,['1903'],27.8A0C,訌,b'\xe8\xa8\x8c',一入工口,工言
1646,['52130'],27.E211,,b'\xee\x88\x91',,
1647,['52167'],27.E212,,b'\xee\x88\x92',阜,邑
1648,['51952'],27.E213,,b'\xee\x88\x93',,
1649,['52285'],27.E214,,b'\xee\x88\x94',力阜,力邑
1650,['5110'],27.8B5F,譟,b'\xe8\xad\x9f',一入口口口口屮｛,口口口木言
1651,['51495'],27.E215,,b'\xee\x88\x95',,
1652,['10232'],27.8AD5,諕,b'\xe8\xab\x95',一入口虍←,儿虍言
1653,['12952'],27.8B99,讙,b'\xe8\xae\x99',一入口口口隹,口口艸言隹
1654,['4977'],27.8B41,譁,b'\xe8\xad\x81',一一入口屮屮,艸言
1655,['11647'],27.8B23,謣,b'\xe8\xac\xa3',一一入口雨,一言雨
1655,['52007'],27.E216,,b'\xee\x88\x96',阜,十邑
1656,['51988'],27.E217,,b'\xee\x88\x97',十人阜,一十邑
1657,['4826'],27.8B2C,謬,b'\xe8\xac\xac',一人入口羽,人羽言
1658,['51725'],27.E218,,b'\xee\x88\x98',一儿阜,一儿邑
1659,['11285'],27.8B08,謈,b'\xe8\xac\x88',謈 = 一一入又口囗出米,儿日言
1660,['7705'],27.8A2C,訬,b'\xe8\xa8\xac',一入八口,一小言
1661,['10227'],27.8AC6,諆,b'\xe8\xab\x86',一入口其,儿言
1662,['4982'],27.8B4E,譎,b'\xe8\xad\x8e',一入入口口囗矛,儿口矛言
1663,['2829'],27.8A50,詐,b'\xe8\xa9\x90',一一入入口,乍言
1664,['1909'],27.8A0F,訏,b'\xe8\xa8\x8f',一一入口,于言
1665,['52042'],27.E0FA,,b'\xee\x83\xba',,
1666,['12783'],27.8B8B,讋,b'\xe8\xae\x8b',讋 = 一一一一一一一十十人人入入入口囗囗屮屮肉肉｛｛￣￣,言龍
1666,['12783'],27.E219,,b'\xee\x88\x99',,乙人邑
1667,['11650'],27.8B35,謵,b'\xe8\xac\xb5',謵 = 一入口羽,白羽言
1668,['51833'],27.E21A,,b'\xee\x88\x9a',也阜,也邑
1669,['52103'],27.E21B,,b'\xee\x88\x9b',,
1670,['52289'],27.E21C,,b'\xee\x88\x9c',,
1671,['51729'],27.E21D,,b'\xee\x88\x9d',,
1671,['51573'],27.E21E,,b'\xee\x88\x9e',,厂邑
1671,['51724'],27.E21F,,b'\xee\x88\x9f',,
1672,['2386'],27.8A1F,訟,b'\xe8\xa8\x9f',一入八口,儿言
1672,['51800'],27.E220,,b'\xee\x88\xa0',厂又阜,厂又邑
1673,['11288'],27.8B13,謓,b'\xe8\xac\x93',一人入八口目,十儿言
1674,['12951'],27.8B98,讘,b'\xe8\xae\x98',一入口耳耳耳,耳耳耳言
1675,['2833'],27.8A36,訶,b'\xe8\xa8\xb6',一入口口,一口言
1676,['51682'],27.E221,,b'\xee\x88\xa1',,
1677,['1901'],27.8A10,訐,b'\xe8\xa8\x90',一一入入口,干言
1678,['2831'],27.8A34,訴,b'\xe8\xa8\xb4',一一厂入入口,一斤言
1678,['52045'],27.E222,,b'\xee\x88\xa2',大阜▽,儿邑
1678,['9266'],27.612C,愬,b'\xe6\x84\xac',一入屮月心,屮月心艸
1679,['11992'],27.8B56,譖,b'\xe8\xad\x96',一人人入口口﹙﹙♀,日言
1680,['5338'],27.8B92,讒,b'\xe8\xae\x92',一入口兔,一人人口比言
1681,['5181'],27.8B74,譴,b'\xe8\xad\xb4',一乙入口彳止爪爪阜∮,一中言
1682,['4827'],27.8B2B,謫,b'\xe8\xac\xab',謫 = 一入口口朿,十儿口言
1683,['10817'],27.8AEF,諯,b'\xe8\xab\xaf',一入口耑,山而言
1684,['5337'],27.8B93,讓,b'\xe8\xae\x93',一入工口口口爻衣Σ,一人口口言
1685,['4985'],27.8B59,譙,b'\xe8\xad\x99',一入口焦,火言隹
1685,['3680'],27.8A9A,誚,b'\xe8\xaa\x9a',一入八口肉,小月言
1686,['51685'],27.E223,,b'\xee\x88\xa3',儿巳阜,儿邑
1687,['4045'],27.8AB6,誶,b'\xe8\xaa\xb6',一入口卒,十人人言
1688,['3258'],27.8A70,詰,b'\xe8\xa9\xb0',一一十入口口,土口言
1689,['52201'],27.E224,,b'\xee\x88\xa4',一一儿阜,二儿邑
1690,['3265'],27.8A6D,詭,b'\xe8\xa9\xad',一厂人入口,厂人言
1691,['4980'],27.8B49,證,b'\xe8\xad\x89',一入口囗止止⊙,豆言
1692,['8350'],27.8A58,詘,b'\xe8\xa9\x98',一入口出,凵屮言
1692,['51918'],27.E225,,b'\xee\x88\xa5',止阜,止邑
1693,['51650'],27.E226,,b'\xee\x88\xa6',,比邑
1694,['8349'],27.8A57,詗,b'\xe8\xa9\x97',一入口囗,口言
1695,['12648'],27.8B82,讂,b'\xe8\xae\x82',一卜人入八又口目,人人网言
1696,['2830'],27.8A46,詆,b'\xe8\xa9\x86',一一入口﹎,一氏言
1697,['4042'],27.8AB0,誰,b'\xe8\xaa\xb0',一入口隹,言隹
1698,['51929'],27.E227,,b'\xee\x88\xa7',井阜,井邑
1699,['12877'],27.8B95,讕,b'\xe8\xae\x95',一入八口囗屮戶戶｛,儿束言門
1699,['11994'],27.8B4B,譋,b'\xe8\xad\x8b',一入口戶戶月,月言門
1700,['2832'],27.8A3A,診,b'\xe8\xa8\xba',一人入口,人言
1701,['52112'],27.E228,,b'\xee\x88\xa8',方阜,方邑
1702,['7704'],27.8A27,訧,b'\xe8\xa8\xa7',一乙入又口,一尢言
1703,['3264'],27.8A85,誅,b'\xe8\xaa\x85',一一入口屮｛,一未言
1704,['1902'],27.8A0E,討,b'\xe8\xa8\x8e',一一入又口,寸言
1705,['4360'],27.8AF3,諳,b'\xe8\xab\xb3',諳 = 一一一入入口口,言音
1706,['12647'],27.8B84,讄,b'\xe8\xae\x84',一入口糸畾,田田田言
1706,['52300'],27.E229,,b'\xee\x88\xa9',,
1707,['10814'],27.8AE1,諡,b'\xe8\xab\xa1',一入八口皿,儿皿言
1708,['9025'],27.8A84,誄,b'\xe8\xaa\x84',一入口屮｛,耒言
1709,['11276'],27.8B11,謑,b'\xe8\xac\x91',一入口爪糸糸,大爪言
1709,['51926'],27.E22A,,b'\xee\x88\xaa',,
1710,['3268'],27.8A6C,詬,b'\xe8\xa9\xac',一一入口口‘,一厂口言
1710,['51648'],27.E22B,,b'\xee\x88\xab',,
1711,['4352'],27.8ADC,諜,b'\xe8\xab\x9c',一入口屮世｛,木世言
1712,['3254'],27.8A72,該,b'\xe8\xa9\xb2',該 = 一乙人人入口,人言
1713,['5109'],27.8B6F,譯,b'\xe8\xad\xaf',一一一入入大口目,儿干土网言
1714,['6579'],27.8A04,訄,b'\xe8\xa8\x84',一九入口,九言
1715,['11289'],27.8B1A,謚,b'\xe8\xac\x9a',一入口水皿,水皿言
1716,['52217'],27.EDFE,,b'\xee\xb7\xbe', = 一一一入入入口口口,言言言
1717,['3266'],27.8A62,詢,b'\xe8\xa9\xa2',一一入口囗,日言
1718,['5384'],27.8B9C,讜,b'\xe8\xae\x9c',一入八口口火火,小口言黑
1719,['4978'],27.8B5C,譜,b'\xe8\xad\x9c',一一一一入口囗,日丘艸言
1720,['8344'],27.8A4E,詎,b'\xe8\xa9\x8e',一入工口∴,匚工言
1721,['11280'],27.8B0F,謏,b'\xe8\xac\x8f',一入又口火,又臼言
1722,['4644'],27.8B0E,謎,b'\xe8\xac\x8e',一入口彳止米,米言
1723,['3668'],27.8A8C,誌,b'\xe8\xaa\x8c',一入口之心,土心言
1724,['2382'],27.8A23,訣,b'\xe8\xa8\xa3',一入又口水﹕,夬言
1725,['51808'],27.F0DB,,b'\xef\x83\x9b', = 一一入入口口,言言
1726,['2761'],27.F16C,,b'\xef\x85\xac', = 一一入入口口﹗,羊言言
1726,['2761'],27.5584,善,b'\xe5\x96\x84',一入口﹗,口羊艸
1727,['5079'],27.7AF6,競,b'\xe7\xab\xb6',競 = 一一人人入入口口,儿儿口口立立
1728,['13040'],27.8B9F,讟,b'\xe8\xae\x9f',讟 = 一一入入口口貝,土网貝言言
1729,['1497'],27.97F3,音,b'\xe9\x9f\xb3',一一入口,音
1730,['5202'],27.97FF,響,b'\xe9\x9f\xbf',響 = 一一入口囗囗,一邑邑音
1731,['12322'],27.97FD,韽,b'\xe9\x9f\xbd',一一入口酓,一人酉音
1732,['3738'],27.97F6,韶,b'\xe9\x9f\xb6',一一入刀口口,刀口音
1733,['2443'],27.7AE0,章,b'\xe7\xab\xa0',一一十入口,十音
1734,['2444'],27.7ADF,竟,b'\xe7\xab\x9f',一一儿入口,儿音
1735,['5023'],27.97FB,韻,b'\xe9\x9f\xbb',一一入口囗貝,口貝音
1736,['40772'],27.F47A,,b'\xef\x91\xba',一入,立
1737,['2735'],27.7AE5,童,b'\xe7\xab\xa5',一一一十人入囗屮｛,立里
1737,['2735'],27.E22C,,b'\xee\x88\xac',,
1738,['821'],27.59BE,妾,b'\xe5\xa6\xbe',一入女,女立
1739,['19912'],27.F483,,b'\xef\x92\x83',,儿干丘
1740,['3046'],27.696D,業,b'\xe6\xa5\xad',「,未丘艸
1740,['3046'],27.E22D,,b'\xee\x88\xad',,
1741,['4726'],27.53E2,叢,b'\xe5\x8f\xa2',又耳,儿又干丘耳
1742,['3439'],27.F341,,b'\xef\x8d\x81',一又口,儿干寸口丘
1742,['3439'],27.5C0D,對,b'\xe5\xb0\x8d',一一十又,一儿干寸丘
1743,['19915'],27.F61C,,b'\xef\x98\x9c',又,夫丘艸
1744,['3378'],27.50D5,僕,b'\xe5\x83\x95',人又,人夫丘艸
1744,['41803'],27.E22E,,b'\xee\x88\xae',,
1745,['21305'],27.E22F,,b'\xee\x88\xaf',大阜,土邑
1746,['60'],27.5EFE,廾,b'\xe5\xbb\xbe',又,廾
1746,['60'],27.E230,,b'\xee\x88\xb0',一阜﹎,一氏邑
1747,['816'],27.5949,奉,b'\xe5\xa5\x89',又土屮手】,手
1748,['284'],27.4E1E,丞,b'\xe4\xb8\x9e',又山,一人
1749,['1185'],27.5950,奐,b'\xe5\xa5\x90',卜人八又又目,人人大
1750,['6276'],27.5F07,弇,b'\xe5\xbc\x87',一入又口,一人廾口
1750,['6276'],27.E231,,b'\xee\x88\xb1',几阜∞,且邑
1751,['23528'],27.EDBA,,b'\xee\xb6\xba',一一入又大目,儿干土廾网
1752,['39038'],27.EDFD,,b'\xee\xb7\xbd',又,廾由
1753,['5525'],27.5F02,异,b'\xe5\xbc\x82',又巳,廾己
1754,['577'],27.5F04,弄,b'\xe5\xbc\x84',又玉,廾玉
1755,['23477'],27.E233,,b'\xee\x88\xb3',卜口阜,卜口邑
1756,['23500'],27.F0DF,,b'\xef\x83\x9f',又釆,廾釆
1757,['23472'],27.F100,,b'\xef\x84\x80',又肉,廾月
1758,['591'],27.6212,戒,b'\xe6\x88\x92',又﹍﹌,廾戈
1759,['484'],27.5175,兵,b'\xe5\x85\xb5',又斤,儿丘
1759,['484'],27.E234,,b'\xee\x88\xb4',,
1759,['484'],27.E235,,b'\xee\x88\xb5',口阜,一口邑
1760,['60420'],27.EE86,,b'\xee\xba\x86',一一一十人入又囗屮肉｛￣,廾龍
1761,['1219'],27.5F08,弈,b'\xe5\xbc\x88',又大△,廾火
1762,['758'],27.5177,具,b'\xe5\x85\xb7',又貝,儿
1763,['22522'],27.F399,,b'\xef\x8e\x99',又,又
1763,['4911'],27.6500,攀,b'\xe6\x94\x80',又屮屮手爻｛｛,大木木手爻
1764,['3883'],27.6A0A,樊,b'\xe6\xa8\x8a',又屮屮爻｛｛,大木木爻
1765,['12587'],27.5971,奱,b'\xe5\xa5\xb1',奱 = 一入又口糸糸,大糸糸言
1766,['315'],27.5171,共,b'\xe5\x85\xb1',十十又,儿
1766,['315'],27.E237,,b'\xee\x88\xb7',,
1767,['5283'],27.9F94,龔,b'\xe9\xbe\x94',龔 = 一一一十十十人入又囗屮肉｛￣,儿龍
1768,['2268'],27.7570,異,b'\xe7\x95\xb0',又丌,儿田
1769,['4484'],27.6234,戴,b'\xe6\x88\xb4',一又丌﹍﹌,十儿戈田
1769,['23828'],27.E238,,b'\xee\x88\xb8',又阜為,皮邑
1770,['7020'],27.8201,舁,b'\xe8\x88\x81',又爪爪,廾臼
1771,['23530'],27.F052,,b'\xef\x81\x92',又爪爪囟,一乂廾囗臼
1771,['21857'],27.F0E0,,b'\xef\x83\xa0',￠,一乂大囗臼
1771,['23530'],27.E239,,b'\xee\x88\xb9',,一內邑
1772,['3628'],27.8207,與,b'\xe8\x88\x87',一又勺爪爪,一一儿臼
1772,['3628'],27.E23A,,b'\xee\x88\xba',一人又阜,人寸邑
1773,['4321'],27.8208,興,b'\xe8\x88\x88',一一又口爪爪〈,一一儿口臼
1774,['43976'],27.F47E,,b'\xef\x91\xbe',爪爪,臼
1775,['1460'],27.8981,要,b'\xe8\xa6\x81',大爪爪★,女襾
1775,['28458'],27.EE1F,,b'\xee\xb8\x9f',,一乂囗女臼
1776,['48885'],27.F39A,,b'\xef\x8e\x9a',一一乙厂人爪爪,臼辰
1777,['3299'],27.8FB2,農,b'\xe8\xbe\xb2',一一乙厂人爪爪囟,曲辰
1777,['3299'],27.E23C,,b'\xee\x88\xbc',,
1777,['3299'],27.E23D,,b'\xee\x88\xbd',,
1777,['3299'],27.EE74,,b'\xee\xb9\xb4',,木木辰
1778,['5396'],27.7228,爨,b'\xe7\x88\xa8',爨,大木木火臼
1778,['36417'],27.E23F,,b'\xee\x88\xbf',,
1779,['44043'],27.E240,,b'\xee\x89\x80',月月阜,夕夕邑
1780,['5368'],27.91C1,釁,b'\xe9\x87\x81',八刀酉爨,儿刀臼酉
1781,['1494'],27.9769,革,b'\xe9\x9d\xa9',革,革
1781,['1494'],27.E241,,b'\xee\x89\x81',一一入阜﹟〈,一內邑
1782,['12320'],27.97B9,鞹,b'\xe9\x9e\xb9',囗囗革︼∕,口子邑革
1783,['8456'],27.976C,靬,b'\xe9\x9d\xac',一入革,干革
1784,['54756'],27.E242,,b'\xee\x89\x82',,一白邑
1785,['9741'],27.9784,鞄,b'\xe9\x9e\x84',包革,己革
1786,['54866'],27.E243,,b'\xee\x89\x83',阜,邑
1786,['11747'],27.97D7,韗,b'\xe9\x9f\x97',囗包車,車韋
1787,['4866'],27.97A3,鞣,b'\xe9\x9e\xa3',屮矛革｛,木矛革
1788,['3736'],27.977C,靼,b'\xe9\x9d\xbc',一一囗革,一日革
1788,['54982'],27.E244,,b'\xee\x89\x84',,一未邑
1789,['54954'],27.E245,,b'\xee\x89\x85',,又月邑
1790,['12061'],27.97B6,鞶,b'\xe9\x9e\xb6',又舟革,殳舟革
1791,['4119'],27.978F,鞏,b'\xe9\x9e\x8f',工丮革,工革
1792,['10919'],27.9794,鞔,b'\xe9\x9e\x94',兔革,人革
1793,['9135'],27.9778,靸,b'\xe9\x9d\xb8',人又革,及革
1794,['54697'],27.E247,,b'\xee\x89\x87',,而邑
1795,['11740'],27.97AE,鞮,b'\xe9\x9e\xae',一一囗止革,一止日革
1796,['54774'],27.E248,,b'\xee\x89\x88',,
1797,['54930'],27.E249,,b'\xee\x89\x89',,一大邑
1798,['54904'],27.E24A,,b'\xee\x89\x8a', = 乙人人阜,人邑
1799,['7770'],27.976A,靪,b'\xe9\x9d\xaa',丁革,一革
1800,['4705'],27.97A0,鞠,b'\xe9\x9e\xa0',米革,米革
1800,['43943'],27.E24B,,b'\xee\x89\x8b',,
1801,['9738'],27.9780,鞀,b'\xe9\x9e\x80',刀口革,刀口革
1801,['54752'],27.E24C,,b'\xee\x89\x8c',,
1801,['59955'],27.E24D,,b'\xee\x89\x8d',,
1801,['35831'],27.E24E,,b'\xee\x89\x8e',一一十人川阜,一工川邑
1802,['54913'],27.E24F,,b'\xee\x89\x8f',,
1802,['54824'],27.E250,,b'\xee\x89\x90',,
1803,['11368'],27.979E,鞞,b'\xe9\x9e\x9e',甲革,一十甲革
1804,['10349'],27.978E,鞎,b'\xe9\x9e\x8e',人目革,艮革
1805,['9737'],27.9783,鞃,b'\xe9\x9e\x83',弓革,弓革
1806,['11744'],27.97AA,鞪,b'\xe9\x9e\xaa',卜又矛革,矛革
1807,['54728'],27.E251,,b'\xee\x89\x91',人人土阜,土比邑
1808,['55033'],27.E252,,b'\xee\x89\x92',人人大阜,人人大邑
1808,['55026'],27.E253,,b'\xee\x89\x93',大阜▲△,人人大邑
1809,['54755'],27.E254,,b'\xee\x89\x94',,一土廾邑
1810,['9742'],27.9781,鞁,b'\xe9\x9e\x81',又革為,皮革
1811,['11746'],27.97A5,鞥,b'\xe9\x9e\xa5',一入又口革,一人廾口革
1812,['3352'],27.9776,靶,b'\xe9\x9d\xb6',巴革,巴革
1813,['12797'],27.97C5,韅,b'\xe9\x9f\x85',一一儿囗自糸糸革,日火革
1814,['9133'],27.9773,靳,b'\xe9\x9d\xb3',斤革,斤革
1815,['54870'],27.E256,,b'\xee\x89\x96',,
1816,['9134'],27.9777,靷,b'\xe9\x9d\xb7',弓革,弓革
1816,['61367'],27.E257,,b'\xee\x89\x97',,走邑
1817,['54823'],27.E258,,b'\xee\x89\x98',一一儿阜,二儿邑
1818,['54772'],27.E259,,b'\xee\x89\x99',,車邑
1819,['54665'],27.E25A,,b'\xee\x89\x9a',一入八囗屮阜,人儿干邑
1820,['54886'],27.E25B,,b'\xee\x89\x9b',,
1821,['54805'],27.E25C,,b'\xee\x89\x9c',,
1822,['54830'],27.E25D,,b'\xee\x89\x9d',,
1823,['4117'],27.978D,鞍,b'\xe9\x9e\x8d',女革,女革
1824,['54881'],27.E25E,,b'\xee\x89\x9e',,
1825,['54709'],27.E25F,,b'\xee\x89\x9f',,
1826,['10350'],27.9788,鞈,b'\xe9\x9e\x88',一入口革,一人口革
1827,['1986'],27.52D2,勒,b'\xe5\x8b\x92',力革,力革
1828,['10917'],27.9799,鞙,b'\xe9\x9e\x99',囗肉革,口月革
1829,['54842'],27.E260,,b'\xee\x89\xa0',口不阜,口立邑
1830,['9136'],27.9772,靲,b'\xe9\x9d\xb2',一入革,一人革
1831,['11739'],27.97AC,鞬,b'\xe9\x9e\xac',一又革「,聿革
1832,['12892'],27.97C7,韇,b'\xe9\x9f\x87',貝革,土网貝革
1833,['55022'],27.E261,,b'\xee\x89\xa1',,邑非
1834,['54829'],27.E262,,b'\xee\x89\xa2',又耳阜,又耳邑
1835,['4868'],27.97AD,鞭,b'\xe9\x9e\xad',一一卜人入又革〈,人更革
1835,['20588'],27.EE82,,b'\xee\xba\x82',,一人
1836,['3737'],27.9785,鞅,b'\xe9\x9e\x85',革,央革
1837,['12796'],27.97C4,韄,b'\xe9\x9f\x84',又隹革,又艸隹革
1838,['54727'],27.E264,,b'\xee\x89\xa4',,
1839,['54777'],27.E265,,b'\xee\x89\xa5',一入冊阜,一人冊邑
1840,['4417'],27.9798,鞘,b'\xe9\x9e\x98',八肉革,小月革
1841,['5380'],27.97C9,韉,b'\xe9\x9f\x89',屮屮豸革＆,火艸革
1842,['54882'],27.E266,,b'\xee\x89\xa6',阜,一二人邑
1843,['8458'],27.976E,靮,b'\xe9\x9d\xae',勺革,一革
1844,['1959'],27.9B32,鬲,b'\xe9\xac\xb2',鬲,鬲
1844,['57711'],27.E267,,b'\xee\x89\xa7',,米邑
1844,['31101'],27.E268,,b'\xee\x89\xa8',土阜,邑垂
1845,['57709'],27.E269,,b'\xee\x89\xa9',屮爪爪阜｛∮,邑東
1846,['57744'],27.E26A,,b'\xee\x89\xaa',甲阜,一十甲邑
1847,['12096'],27.9B37,鬷,b'\xe9\xac\xb7',儿凶鬲,乂儿凵鬲
1848,['57708'],27.F0A0,,b'\xef\x82\xa0',鬲,鬲
1849,['11775'],27.9B35,鬵,b'\xe9\xac\xb5',人人鬲﹙﹙,鬲
1849,['11775'],27.E26B,,b'\xee\x89\xab',入八屮阜,儿土邑
1850,['57750'],27.E26C,,b'\xee\x89\xac',包缶阜,缶邑
1851,['57724'],27.E26D,,b'\xee\x89\xad',人臼阜,人臼邑
1851,['1942'],27.91DC,釜,b'\xe9\x87\x9c',一入又土﹔≠,父金
1852,['10947'],27.9B33,鬳,b'\xe9\xac\xb3',虍鬲,虍鬲
1853,['4338'],27.878D,融,b'\xe8\x9e\x8d',虫虫虫鬲,虫鬲
1853,['4338'],27.E26E,,b'\xee\x89\xae',入八土屮阜,儿土土邑
1854,['57783'],27.E26F,,b'\xee\x89\xaf',,
1855,['57720'],27.E270,,b'\xee\x89\xb0',,
1856,['57731'],27.E271,,b'\xee\x89\xb1',,
1857,['27747'],27.F39B,,b'\xef\x8e\x9b',,弓弓鬲
1858,['57763'],27.E272,,b'\xee\x89\xb2', = 阜,日老邑
1858,['11388'],27.9930,餰,b'\xe9\xa4\xb0',一入彳彳水,水行食
1858,['56020'],27.E273,,b'\xee\x89\xb3',一一囗勿阜,一一一日邑
1858,['56240'],27.E274,,b'\xee\x89\xb4',而阜,大而邑
1859,['12693'],27.9B3B,鬻,b'\xe9\xac\xbb',米,弓弓米鬲
1860,['57747'],27.E275,,b'\xee\x89\xb5',,
1861,['57772'],27.F0D8,,b'\xef\x83\x98',一刀口囗火﹗,弓弓火羊鬲
1861,['57742'],27.E276,,b'\xee\x89\xb6',,邑重
1861,['27783'],27.E277,,b'\xee\x89\xb7',,
1861,['4958'],27.7FB9,羹,b'\xe7\xbe\xb9',一刀大口囗火﹗﹗,大火羊羊
1862,['57774'],27.E278,,b'\xee\x89\xb8',,
1862,['10367'],27.9917,餗,b'\xe9\xa4\x97',一入囗屮｛,束食
1863,['57780'],27.F0D6,,b'\xef\x83\x96',屮女﹉╡,人川弓弓毋鬲
1863,['57755'],27.F042,,b'\xef\x81\x82',,川米鬲
1864,['57786'],27.F06E,,b'\xef\x81\xae',人目米﹍﹌,人弓弓戈网米艸鬲
1864,['7569'],27.7C96,粖,b'\xe7\xb2\x96',一屮｛○,未米
1865,['57751'],27.E279,,b'\xee\x89\xb9',一入舟阜,一人刀月邑
1865,['3745'],27.990C,餌,b'\xe9\xa4\x8c',一入耳,耳食
1866,['57771'],27.E27A,,b'\xee\x89\xba',一一囗止阜,一止日邑
1867,['57782'],27.E27B,,b'\xee\x89\xbb',九阜﹤,邑禺
1868,['57766'],27.F10A,,b'\xef\x84\x8a', = ,弓弓日老鬲
1868,['2684'],27.716E,煮,b'\xe7\x85\xae',煮 = 火,日火老
1868,['57778'],27.E27C,,b'\xee\x89\xbc',土屮阜,一生邑
1869,['57757'],27.E27D,,b'\xee\x89\xbd',,一一女戈邑
1870,['149'],27.722A,爪,b'\xe7\x88\xaa',爪,爪
1871,['557'],27.5B5A,孚,b'\xe5\xad\x9a',子爪,子爪
1871,['557'],27.F03A,,b'\xef\x80\xba',爪,爪
1872,['1335'],27.70BA,為,b'\xe7\x82\xba',為,為
1872,['1335'],27.F286,,b'\xef\x8a\x86',,
1873,['34704'],27.F31F,,b'\xef\x8c\x9f',爪,
1874,['5418'],27.4E2E,丮,b'\xe4\xb8\xae',丮,手
1875,['7207'],27.57F6,埶,b'\xe5\x9f\xb6',入八土屮丮,儿土土丸
1876,['2047'],27.5B70,孰,b'\xe5\xad\xb0',囗丮﹗／↘,口丸子
1877,['56159'],27.E27E,,b'\xee\x89\xbe',虍阜←,一人田邑
1878,['22681'],27.EDF0,,b'\xee\xb7\xb0',工丮,工手
1878,['33552'],28.E281,,b'\xee\x8a\x81',肉阜,又工月邑
1879,['7708'],27.8C3B,谻,b'\xe8\xb0\xbb',口丮…,手谷
1880,['30800'],27.E282,,b'\xee\x8a\x82',,
